Provider State	Provider Name	Penalty Date	Penalty Type	Fine Amount
MI	SHIAWASSEE COUNTY MED CARE FAC	09/21/2017	Fine	9100
MI	BAY BLUFFS-EMMET CO MED CARE FAC	10/24/2017	Payment Denial	
MA	REHABILITATION & NURSING CENTER AT EVERETT (THE)	07/10/2017	Fine	108940
LA	LAKE CHARLES CARE CENTER	05/19/2017	Fine	76977
MA	BROOKSIDE REHABILITATION AND HEALTHCARE CENTER	05/17/2018	Fine	7413
KY	LAKE WAY NURSING AND REHABILITATION CENTER	04/25/2017	Fine	49472
KY	SOMERSET NURSING AND REHABILITATION FACILITY	11/08/2018	Fine	20965
MA	BRUSH HILL CARE CENTER	01/03/2018	Fine	3250
MI	HEARTLAND HEALTH CARE CENTER-THREE RIVERS	09/15/2016	Fine	4372
MA	DAY BROOK VILLAGE SENIOR LIVING	04/04/2017	Fine	3121
MI	REGENCY AT WATERFORD	10/26/2017	Fine	7150
MI	MARSHALL NURSING AND REHABILITATION COMMUNITY	04/10/2017	Payment Denial	
MI	CHALET OF NILES, LLC	11/16/2016	Fine	61810
MA	LUTHERAN REHABILITATION & SKILLED CARE CENTER	09/08/2016	Fine	7882
MI	EASTWOOD CONVALESCENT CENTER	02/07/2017	Fine	3248
MA	HERITAGE HALL EAST	06/08/2016	Fine	975
KY	FRANKLIN-SIMPSON NURSING AND REHABILITATION CENTER	08/10/2016	Fine	11570
LA	CAPITOL HOUSE NURSING AND REHAB CENTER	11/21/2017	Fine	7150
MA	OXFORD REHABILITATION & HEALTH CARE CENTER, THE	02/09/2018	Fine	83993
MI	MEDILODGE OF HOWELL	03/07/2018	Fine	16562
MI	HOLT SENIOR CARE AND REHAB CENTER, L L C	05/18/2017	Fine	2357
MI	AUTUMNWOOD OF MCBAIN	01/30/2018	Fine	8125
MI	LAHSER HILLS CARE CENTRE	08/08/2017	Fine	14300
MI	DIMONDALE NURSING CARE CENTER	11/02/2017	Fine	45988
MI	SPECTRUM HEALTH REHAB & NURSING CENTER-FULLER AVE	08/24/2018	Payment Denial	
MI	RIVERGATE HEALTH CARE CENTER	01/05/2017	Fine	15873
MA	HERITAGE HALL SOUTH	08/23/2018	Fine	69417
MI	FAIRVIEW NURSING AND REHABILITATION COMMUNITY	11/28/2016	Fine	2688
LA	CONSOLATA HOME	02/23/2017	Fine	7386
MD	CATON MANOR	02/01/2018	Fine	13627
MA	WESTFORD HOUSE	11/01/2017	Fine	5597
MA	BRUSH HILL CARE CENTER	07/11/2018	Payment Denial	
MA	JEWISH NURSING HOME OF WESTERN MASS	12/08/2017	Fine	11053
MA	WESTFORD HOUSE	11/01/2017	Fine	11703
KY	PIKEVILLE NURSING AND REHAB CENTER	09/27/2018	Fine	6500
MI	REGENCY, A VILLA CENTER	12/06/2017	Fine	9692
MD	KESWICK MULTI-CARE CENTER	02/23/2017	Fine	78104
MD	CUMBERLAND HEALTHCARE CENTER	03/21/2017	Fine	2381
KY	RIDGEWOOD TERRACE NURSING HOME	03/23/2018	Fine	8648
MI	LAHSER HILLS CARE CENTRE	08/17/2016	Fine	24562
MA	SUDBURY PINES EXTENDED CARE	10/21/2016	Fine	3940
MA	CHELSEA SKILLED NURSING AND REHABILITATION	12/07/2016	Fine	33878
MI	ST JOSEPH'S HEALTHCARE CENTER	07/26/2017	Fine	52826
MD	CHARLOTTE HALL VETERANS HOME	12/02/2016	Fine	360875
MI	MEDILODGE OF LEELANAU	06/21/2017	Fine	7150
MI	MEDILODGE AT THE SHORE	02/21/2017	Fine	40007
MA	SUNNY ACRES NURSING HOME	08/22/2018	Fine	13627
MI	ST FRANCIS HOME	10/04/2018	Fine	22932
MA	HERITAGE HALL SOUTH	06/06/2016	Fine	68445
MI	MEDILODGE OF GTC	06/12/2017	Fine	26336
MI	GREENFIELD REHAB AND NURSING CENTER	08/24/2017	Fine	67983
MI	DIMONDALE NURSING CARE CENTER	01/16/2019	Payment Denial	
MI	MEDILODGE OF YALE, INC	11/15/2017	Fine	38068
KY	FOUNTAIN CIRCLE CARE & REHABILITATION CENTER	09/20/2018	Fine	19039
MI	ALLEGAN COUNTY MEDICAL CARE FA	08/25/2016	Fine	7938
KY	LAKE WAY NURSING AND REHABILITATION CENTER	01/10/2019	Fine	10618
MA	MOUNT SAINT VINCENT CARE CENTER	09/29/2016	Fine	19883
MI	IOSCO CO MEDICAL CARE FACILITY	05/17/2017	Fine	8125
MA	KATHLEEN DANIEL NURSING AND REHABILITATION	01/13/2017	Fine	27346
MA	HOLY TRINITY EASTERN ORTHODOX N & R CENTER	10/25/2016	Fine	49659
MI	SPECTRUM HEALTH REHAB & NURSING CENTER-FULLER AVE	10/03/2017	Fine	33911
MA	SUTTON HILL CENTER	06/16/2017	Fine	7413
MD	PERRING PARKWAY CENTER	11/16/2016	Fine	159924
MA	LINDA MANOR EXTENDED CARE FACILITY	08/02/2016	Fine	5938
MD	HOMEWOOD AT WILLIAMSPORT MD	01/19/2018	Fine	11053
MA	NEMASKET HEALTHCARE CENTER	07/12/2016	Fine	5000
MA	MADONNA MANOR NURSING HOME	04/20/2017	Fine	36660
MA	ODD FELLOWS HOME OF MASSACHUSETTS	01/06/2017	Fine	3291
MA	BLUE HILLS HEALTH AND REHABILITATION CENTER LLC	03/16/2017	Fine	23679
MD	DENNETT ROAD MANOR	04/26/2018	Fine	9753
MA	MADONNA MANOR NURSING HOME	06/29/2018	Fine	16796
MA	GLOUCESTER HEALTHCARE	01/24/2018	Fine	6893
LA	JENA NURSING AND REHABILITATION CENTER, LLC	04/13/2018	Fine	8778
KY	PIKEVILLE NURSING AND REHAB CENTER	06/29/2017	Fine	60525
MI	HALLMARK LIVING HOLLAND	01/24/2018	Payment Denial	
MI	MARTHA T BERRY MCF	10/25/2018	Payment Denial	
ME	MAINE VETERANS HOME - BANGOR	10/17/2018	Fine	5000
MA	ST JOSEPH MANOR HEALTH CARE INC	08/29/2016	Payment Denial	
MI	GREENFIELD REHAB AND NURSING CENTER	09/01/2016	Fine	13408
LA	ST CHRISTINA NURSING AND REHABILITATION CENTER	02/18/2019	Fine	22556
MI	SANCTUARY AT THE PARK	07/13/2016	Payment Denial	
MI	HOPE HEALTHCARE CENTER	02/23/2017	Fine	169074
MA	MELROSE HEALTHCARE	10/25/2016	Fine	4591
MI	MEDILODGE OF FRANKENMUTH	02/06/2018	Fine	55037
ME	BREWER CENTER FOR HEALTH & REHABILITATION, LLC	11/09/2016	Fine	1991
KY	WOODCREST NURSING AND REHABILITATION CENTER	02/16/2018	Payment Denial	
MI	MEDILODGE OF EAST LANSING	12/07/2016	Fine	14768
MI	ADVANTAGE LIVING CENTER - REDFORD	11/15/2017	Fine	16250
MI	HURON CO MED CARE FACILITY	06/29/2017	Fine	17154
KY	RIDGEWOOD TERRACE NURSING HOME	03/23/2018	Fine	56827
MA	MEDWAY COUNTRY MANOR SKILLED NURSING & REHABILITAT	10/26/2016	Payment Denial	
KY	RIDGEWOOD TERRACE NURSING HOME	03/23/2018	Payment Denial	
MA	PALM SKILLED  NRSING CR & CTR FOR REHAB EXCELLENCE	11/03/2017	Fine	6893
MA	SOUTHEAST HEALTH CARE CENTER	04/04/2017	Fine	5983
KY	WESTMINSTER TERRACE	05/09/2018	Fine	13627
MA	LIFE CARE CENTER OF WILBRAHAM	09/27/2017	Fine	8518
MD	FOX CHASE REHAB & NURSING CENTER	08/03/2016	Fine	429590
MD	SUMMIT PARK HEALTH AND REHABILITATION CENTER	07/20/2017	Fine	13068
KY	MARTIN COUNTY HEALTH CARE FACILITY	03/16/2018	Payment Denial	
MA	ALLIANCE HEALTH AT DEVEREUX	10/25/2016	Fine	2381
MA	TREMONT HEALTH CARE CENTER	06/08/2018	Fine	10605
MI	MEDILODGE OF FARMINGTON	11/03/2017	Fine	21242
LA	ST MARTIN DE PORRES MULTI-CARE CENTER	09/13/2018	Payment Denial	
MA	WINDSOR NURSING & RETIREMENT HOME	06/09/2016	Fine	122850
MI	SPECTRUM HEALTH REHAB & NURSING CENTER-FULLER AVE	10/20/2016	Fine	21493
MI	FAIRVIEW NURSING AND REHABILITATION COMMUNITY	04/05/2017	Fine	22654
MA	DEXTER HOUSE HEALTHCARE	12/12/2016	Payment Denial	
MA	CARE ONE AT PEABODY	11/15/2018	Fine	173403
ME	SEDGEWOOD COMMONS	05/08/2018	Fine	6500
KY	MARTIN COUNTY HEALTH CARE FACILITY	03/16/2018	Fine	8778
MA	D'YOUVILLE SENIOR CARE	01/18/2017	Fine	3775
MI	WARREN WOODS HEALTH AND REHABILITATION CENTER	01/25/2017	Fine	33661
MI	HERITAGE MANOR NURSING AND REHAB CENTER	10/26/2016	Payment Denial	
KY	CUMBERLAND NURSING AND REHABILITATION CENTER	10/30/2018	Fine	8125
KY	LIBERTY CARE AND REHABILITATION CENTER	12/12/2018	Fine	13627
MA	WINGATE AT WEST SPRINGFIELD	02/22/2017	Fine	18987
MA	HANNAH DUSTON HEALTHCARE CENTER	08/10/2018	Fine	7150
MI	ST FRANCIS HOME	08/29/2018	Fine	26326
MA	FRANKLIN HEALTH AND REHABILITATION CENTER LLC	06/02/2017	Fine	13626
KY	LAKE WAY NURSING AND REHABILITATION CENTER	04/25/2017	Payment Denial	
LA	SOUTH LAFOURCHE NURSING & REHAB	10/25/2018	Payment Denial	
MA	WILLIAMSTOWN COMMONS NURSING & REHAB	09/14/2017	Fine	22809
KY	CREEKWOOD PLACE NURSING & REHAB CENTER	01/24/2017	Fine	2641
MI	MARTHA T BERRY MCF	05/17/2017	Fine	9750
KY	CLINTON-HICKMAN COUNTY NURSING FACILITY	05/10/2018	Fine	13627
MI	REGENCY, A VILLA CENTER	07/28/2016	Fine	78737
ME	BORDERVIEW REHAB & LIVING CTR	06/22/2016	Fine	64425
MI	LAURELS OF COLDWATER,THE	02/23/2017	Fine	104400
KY	LIBERTY CARE AND REHABILITATION CENTER	04/18/2018	Fine	13627
MD	MANORCARE HEALTH SERVICES - RUXTON	01/27/2017	Fine	597392
MA	HERITAGE HALL NORTH	09/05/2018	Fine	7803
MI	GREENFIELD REHAB AND NURSING CENTER	11/28/2018	Payment Denial	
MI	SKLD WHITEHALL	12/15/2016	Fine	2951
MI	SAMARITAS SENIOR LIVING CADILLAC	08/02/2017	Fine	13626
KY	BROOKDALE RICHMOND PLACE SNF	02/22/2018	Fine	63818
MI	NEWAYGO CO MEDICAL CARE FACILI	06/29/2016	Fine	18278
KY	MADONNA MANOR	07/28/2017	Fine	2577
LA	ST CHRISTINA NURSING AND REHABILITATION CENTER	08/08/2018	Fine	7044
MD	PATAPSCO VALLEY CENTER	06/09/2017	Fine	10273
MA	JEWISH NURSING HOME OF WESTERN MASS	06/21/2017	Fine	8915
KY	SIGNATURE HEALTHCARE OF TRIMBLE COUNTY	08/18/2016	Fine	28795
MA	CARE ONE AT ESSEX PARK	06/26/2018	Fine	9688
MI	HEARTLAND HEALTH CARE CENTER-BRIARWOOD	10/18/2018	Fine	6828
MD	WILLIAMSPORT NURSING HOME	05/04/2018	Fine	7933
MI	SAMARITAS SENIOR LIVING SAGINAW	04/03/2018	Payment Denial	
MA	HERITAGE HALL WEST	09/30/2016	Fine	73457
MA	BETHANY SKILLED NURSING FACILITY	08/02/2016	Fine	4762
MD	HEBREW HOME OF GREATER WASHINGTON	09/05/2017	Fine	6893
KY	NHC HEALTHCARE, GLASGOW	09/04/2018	Payment Denial	
MI	HEARTLAND HEALTH CARE CENTER-ANN ARBOR	08/23/2018	Fine	19175
MI	CRESTMONT NURSING CARE CENTER	11/10/2016	Fine	26447
MI	ARBOR MANOR CARE CENTER	09/21/2017	Fine	24252
MA	HOLYOKE HEALTHCARE CENTER	10/23/2018	Fine	7036
MA	BOURNE MANOR EXTENDED CARE FACILITY	09/08/2017	Fine	10078
MI	LAURELS OF KENT (THE)	10/11/2017	Fine	52100
MA	PLYMOUTH HARBORSIDE HEALTHCARE	11/04/2016	Fine	53235
MI	JACKSON COUNTY MEDICAL CARE FACILITY	08/24/2018	Payment Denial	
MA	CARE ONE AT NORTHAMPTON	07/21/2017	Fine	6500
MI	JACKSON COUNTY MEDICAL CARE FACILITY	07/20/2017	Fine	92664
MI	HALLMARK LIVING HOLLAND	09/14/2017	Fine	7150
MA	DANIELS HOUSE NURSING HOME	01/02/2018	Fine	6113
MI	GOGEBIC MEDICAL CARE FACILITY	03/31/2017	Fine	6500
MI	TRANSITIONAL HEALTH SERVICES OF FREMONT	06/02/2016	Fine	126054
KY	NORTHPOINT/LEXINGTON HEALTHCARE CENTER	05/17/2017	Payment Denial	
MI	SPECTRUM HEALTH REHAB & NURSING CENTER-FULLER AVE	06/07/2018	Fine	11375
MA	WAREHAM HEALTHCARE	04/27/2017	Fine	7543
KY	MADONNA MANOR	07/28/2017	Fine	7803
MI	CAMBRIDGE NORTH HEALTHCARE CENTER	08/10/2017	Fine	20965
LA	BASILE CARE CENTER	11/28/2016	Payment Denial	
ME	ORONO COMMONS	03/22/2017	Fine	3349
MA	BLUEBERRY HILL REHABILITATION AND HEALTHCARE CTR	06/01/2017	Fine	10605
MA	MARLBOROUGH HILLS REHABILITATION & HLTH CARE CTR	01/02/2019	Fine	116055
MI	MEDILODGE OF LIVINGSTON	05/03/2018	Fine	94103
MI	HEARTLAND HEALTH CARE CENTER-BATTLE CREEK	01/05/2017	Fine	15536
MI	FAIRVIEW NURSING AND REHABILITATION COMMUNITY	10/18/2018	Fine	38630
LA	CHARLYN REHAB & NURSING CENTER	02/22/2019	Payment Denial	
MI	ADVANTAGE LIVING CENTER - SOUTHGATE	11/15/2017	Fine	15000
MI	LAURELS OF KENT (THE)	06/08/2016	Payment Denial	
MI	CLINTON AIRE HEALTHCARE CENTER	09/29/2016	Fine	33811
MA	SIPPICAN HEALTHCARE CENTER	12/07/2017	Fine	8775
KY	WEST LIBERTY NURSING AND REHABILITATION CENTER	01/09/2019	Fine	8294
LA	HERITAGE MANOR OF BATON ROUGE I I	06/22/2017	Fine	7767
LA	ST CLARE MANOR	03/15/2017	Fine	19825
MA	CARE ONE AT NEWTON	06/02/2017	Fine	11733
MI	PILGRIM MANOR	12/20/2017	Fine	11180
MD	SHADY GROVE NURSING AND REHABILITATION CENTER	03/19/2018	Fine	59498
MI	THE NEIGHBORHOODS OF WHITE LAKE	07/14/2016	Fine	9563
MI	MARVIN & BETTY DANTO FAMILY HEALTH CARE CENTER	08/02/2018	Fine	73603
LA	CARRINGTON PLACE OF SPRINGHILL	12/13/2017	Fine	17081
MI	CAMBRIDGE NORTH HEALTHCARE CENTER	03/07/2017	Fine	7170
MS	LAURELWOOD COMM LIVING CENTER	08/15/2017	Fine	13627
LA	JENA NURSING AND REHABILITATION CENTER, LLC	09/23/2016	Fine	11213
MI	BORGESS GARDENS	02/08/2017	Fine	50750
MI	CALHOUN COUNTY MEDICAL CARE FACILITY	05/11/2017	Fine	12500
MI	KITH HAVEN	08/20/2018	Fine	36540
MA	CHELSEA JEWISH NURSING HOME	10/05/2016	Fine	5863
KY	LYNDON WOODS CARE & REHABILITATION	12/20/2017	Payment Denial	
MA	HANNAH DUSTON HEALTHCARE CENTER	08/16/2016	Fine	3941
LA	RIVER PALMS NURSING & REHAB, L L C	08/23/2017	Fine	33852
MA	STONEHEDGE HEALTH CARE CENTER	10/17/2017	Fine	71689
MI	MEDILODGE OF TAYLOR	08/30/2016	Fine	42120
MA	WINGATE AT WORCESTER	06/30/2016	Fine	5850
MI	BROOKCREST	01/24/2017	Fine	2186
MI	ARBOR MANOR CARE CENTER	01/18/2017	Fine	20543
MA	APPLE VALLEY CENTER	12/05/2016	Fine	29432
MA	HANNAH DUSTON HEALTHCARE CENTER	03/17/2017	Fine	5249
MI	HEALTHSOURCE SAGINAW, INC	04/07/2017	Fine	7150
MA	GROSVENOR PARK HEALTH CENTER	08/27/2016	Fine	66705
KY	WOODCREST NURSING AND REHABILITATION CENTER	09/24/2016	Fine	142713
MI	BOULEVARD MANOR, LLC	10/31/2017	Fine	19275
MD	CADIA HEALTHCARE - WHEATON	08/16/2016	Fine	1406
MI	CRESTMONT NURSING CARE CENTER	06/23/2016	Fine	41673
MA	JEWISH NURSING HOME OF WESTERN MASS	08/21/2018	Fine	30628
MA	BRANDON WOODS OF NEW BEDFORD	10/05/2016	Fine	1576
MI	NOTTING HILL OF WEST BLOOMFIELD	07/11/2017	Fine	11819
MI	INGHAM COUNTY MEDICAL CARE FAC	08/30/2017	Fine	44730
MI	MEDILODGE OF STERLING HEIGHTS	06/02/2016	Fine	9328
MN	EDENBROOK OF EDINA	04/13/2017	Fine	12500
KY	LAKE WAY NURSING AND REHABILITATION CENTER	10/28/2016	Fine	26713
KY	HAZARD HEALTH AND REHABILITATION CENTER	11/21/2017	Fine	13328
MI	ARBOR MANOR CARE CENTER	09/16/2016	Fine	2121
MA	BENJAMIN HEALTHCARE CENTER	06/30/2017	Fine	13626
MI	ST JOSEPH'S HEALTHCARE CENTER	05/23/2017	Fine	10400
MA	LEDGEWOOD REHABILITATION & SKILLED NURSING CENTER	07/13/2017	Fine	7150
MA	WINGATE AT SHARON	04/14/2017	Fine	52325
LA	CHATEAU DE NOTRE DAME	01/29/2018	Payment Denial	
MI	GRANDVUE MEDICAL CARE FACILITY	03/23/2017	Fine	32017
MA	ELIOT CENTER FOR HEALTH & REHABILITATION	03/22/2017	Fine	35139
MI	MEDILODGE OF PORT HURON	01/11/2017	Fine	13571
MI	HARTFORD NURSING & REHABILITATION CENTER	02/22/2018	Fine	10000
ME	SONOGEE REHABILITATION & LIVING CENTER	10/17/2018	Fine	7149
MI	NORTH OTTAWA CARE CENTER	08/02/2017	Fine	8775
LA	GUEST HOUSE OF SLIDELL	07/20/2017	Fine	11005
MA	CHICOPEE GARDENS FOR NURSING REHABILITATION	10/05/2016	Fine	4591
MA	GUARDIAN CENTER (THE)	03/24/2017	Fine	38347
MI	MEDILODGE OF FARMINGTON	11/13/2018	Fine	9750
MD	SAGEPOINT NURSING AND REHABILITATION CENTER	09/26/2018	Fine	7413
MD	LARKIN CHASE CENTER	04/13/2017	Fine	314169
MI	BURCHAM HILLS RETIREMENT CTR	08/30/2018	Payment Denial	
MA	WINGATE AT ANDOVER	10/18/2018	Fine	10078
MI	AVISTA NURSING AND REHAB	07/11/2016	Fine	79065
MI	CLARK RETIREMENT COMMUNITY	06/29/2017	Payment Denial	
MA	WEST SIDE HOUSE LTC FACILITY	05/08/2018	Fine	39264
MA	COUNTRY GARDENS SKILLED NRSG & REHABILITATION CTR	02/13/2017	Fine	8076
MA	JEWISH NURSING HOME OF WESTERN MASS	08/31/2017	Fine	93628
MI	HOPE HEALTHCARE CENTER	06/08/2016	Payment Denial	
MA	OAKS, THE	10/07/2016	Fine	30884
KY	BROOKDALE RICHMOND PLACE SNF	02/22/2018	Payment Denial	
MA	CLIFTON REHABILITATION NURSING CENTER	03/13/2017	Fine	14760
MI	MEDILODGE OF SOUTHFIELD	03/30/2017	Fine	7336
MI	HOPE HEALTHCARE CENTER	03/22/2018	Payment Denial	
MA	GOVERNORS CENTER	01/04/2019	Fine	39341
MI	BROOKCREST	08/03/2017	Fine	9425
KY	LIBERTY CARE AND REHABILITATION CENTER	12/12/2018	Fine	21206
KY	DOVER MANOR	05/31/2018	Payment Denial	
KY	LITTLE SISTERS OF THE POOR	02/24/2017	Fine	45000
MN	HAVENWOOD CARE CENTER	03/23/2017	Fine	6500
MT	CLARK FORK VALLEY NURSING HOME	03/08/2018	Fine	57259
MT	BENEFIS SENIOR SERVICES	05/17/2018	Fine	9298
NE	PREMIER ESTATES OF WEST POINT, LLC	06/12/2018	Payment Denial	
MI	THE LODGE AT TAYLOR	06/06/2018	Fine	8125
MN	CROSSROADS CARE CENTER	04/26/2018	Fine	8775
MI	WELLBRIDGE OF ROMEO, LLC	01/25/2018	Fine	8775
MI	POMEROY LIVING ROCHESTER SKILLED REHABILITATION	11/15/2017	Fine	15971
MO	GREEN PARK SENIOR LIVING COMMUNITY	01/11/2019	Payment Denial	
MI	WELLBRIDGE OF NOVI, LLC	07/20/2017	Fine	35900
NE	GOOD SAMARITAN SOCIETY - VALENTINE	05/30/2018	Payment Denial	
MT	BIG SKY CARE CENTER	02/21/2019	Fine	105534
MI	REGENCY ON THE LAKE - FORT GRATIOT	06/14/2017	Fine	32481
NH	GREENBRIAR HEALTHCARE	04/21/2017	Fine	4711
MI	THE VILLA AT THE PARK	06/21/2018	Fine	7393
NE	PREMIER ESTATES OF FREMONT, LLC	01/31/2017	Payment Denial	
NE	SORENSEN CARE AND REHABILITATION CENTER, LLC	06/15/2017	Payment Denial	
MO	FOUR SEASONS LIVING CENTER	02/11/2019	Payment Denial	
NJ	LLANFAIR HOUSE CARE & REHABILITATION CENTER	03/29/2018	Fine	7543
MI	HEARTLAND HEALTH CARE CENTER-OAKLAND	06/08/2016	Fine	7311
NE	BLUE VALLEY LUTHERAN NURSING HOME	02/07/2019	Payment Denial	
MO	SILEX COMMUNITY CARE	01/06/2017	Fine	4000
MN	ST LUKES LUTHERAN CARE CENTER	12/04/2017	Fine	8125
MI	SHELBY CROSSING HEALTH CAMPUS	08/02/2017	Fine	8125
MN	ESSENTIA HEALTH VIRGINIA CARE CENT	08/31/2017	Fine	16000
MO	COMMUNITY SPRINGS HEALTHCARE FACILITY	03/01/2019	Fine	11278
MN	CENTENNIAL GARDENS FOR NURSING & REHABILITATION	12/22/2016	Fine	8125
MT	RIVERSIDE HEALTH & REHABILITATION	08/09/2018	Fine	45367
MO	ALEXIAN BROTHERS LANSDOWNE VILLAGE	10/13/2017	Fine	18419
MI	WILLOWBROOK MANOR	04/20/2017	Fine	6500
MO	GOLDEN YEARS CENTER FOR REHAB AND HEALTHCARE	05/03/2018	Fine	12288
MI	WEST WOODS OF BRIDGMAN	09/13/2017	Fine	4613
MO	SEASONS CARE CENTER	11/15/2018	Fine	3711
NE	GOOD SAMARITAN SOCIETY - WOOD RIVER	03/22/2017	Payment Denial	
NE	AZRIA HEALTH AT MONTCLAIR	09/17/2018	Payment Denial	
MI	THE VILLA AT PARKRIDGE	10/19/2016	Fine	7326
MT	MISSOULA HEALTH & REHABILITATION CENTER	07/13/2018	Fine	18956
MN	NEILSON PLACE	02/23/2017	Fine	27820
NJ	WHITING HEALTH CARE	02/05/2018	Fine	3900
NJ	STERLING MANOR	05/23/2018	Fine	15801
MO	BRIDGEWOOD HEALTH CARE CENTER	03/22/2019	Payment Denial	
MT	HOLY ROSARY EXTENDED CARE UNIT	11/17/2016	Fine	5463
MO	MAPLE LAWN NURSING HOME	12/07/2016	Fine	68726
MI	MEDILODGE OF HOLLAND	01/17/2018	Payment Denial	
NJ	MERWICK CARE & REHABILITATION CENTER	10/11/2017	Fine	7283
NE	SORENSEN CARE AND REHABILITATION CENTER, LLC	08/16/2016	Fine	33431
MO	GREEN PARK SENIOR LIVING COMMUNITY	07/18/2016	Fine	39585
MO	RANCHO MANOR HEALTHCARE AND REHABILITATION CENTER	01/31/2018	Payment Denial	
NJ	BARN HILL CARE CENTER	09/21/2017	Fine	3900
MT	LAUREL HEALTH & REHABILITATION CENTER	06/09/2016	Fine	13585
MI	HELEN NEWBERRY JOY HOSPITAL LTCU	09/06/2018	Fine	13166
MI	LAURELS OF GALESBURG (THE)	10/20/2016	Fine	15242
NE	HARVARD REST HAVEN	07/20/2017	Payment Denial	
NJ	ASPEN HILLS HEALTHCARE CENTER	07/11/2018	Fine	12505
NE	NELIGH OPERATIONS LLC	10/19/2016	Fine	31091
MO	NEW HAVEN LIVING CENTER	02/15/2017	Fine	3446
MT	ST LUKE COMMUNITY NURSING HOME	10/06/2016	Fine	9326
NE	OMAHA NURSING AND REHABILITATION CENTER	10/29/2018	Payment Denial	
NE	GOOD SHEPHERD LUTHERAN HOME	04/20/2017	Payment Denial	
MN	BETHANY RESIDENCE AND REHABILITATION CENTER	10/27/2016	Fine	3877
MN	STERLING PARK HEALTH CARE CENTER	10/21/2016	Fine	17364
MO	CLINTON HEALTHCARE AND REHABILITATION CENTER	12/08/2016	Fine	61194
NE	KEYSTONE RIDGE POST ACUTE NURSING AND REHAB	10/18/2018	Fine	31746
NJ	COMPLETE CARE AT BEY LEA, LLC	06/08/2017	Fine	8518
NE	SIDNEY CARE AND REHABILITATION CENTER, LLC	03/06/2018	Payment Denial	
MT	BIG SKY CARE CENTER	05/24/2018	Fine	19118
NJ	HEALTH CENTER AT GALLOWAY, THE	06/09/2017	Fine	3250
NC	WINSTON SALEM NURSING & REHABILITATION CENTER	08/13/2016	Fine	21728
MO	LINCOLN COUNTY NURSING & REHAB	06/07/2017	Fine	19500
MT	FRIENDSHIP VILLA	02/22/2018	Fine	29432
MI	SAMARITAS SENIOR LIVING GRAND RAPIDS LODGE	05/11/2018	Fine	9750
NE	GOOD SAMARITAN SOCIETY - VALENTINE	03/28/2017	Payment Denial	
MI	LAKESIDE MANOR NURSING AND REHABILITATION CENTER	10/11/2017	Payment Denial	
MT	COMMUNITY NURSING HOME OF ANACONDA	02/23/2017	Fine	3356
MI	THE OASIS AT ADRIAN REHABILITATION AND NURSING CTR	06/15/2017	Fine	13816
MI	THE LODGE AT TAYLOR	07/14/2017	Fine	101856
MS	BEDFORD CARE CENTER OF HATTIES	12/04/2018	Fine	6500
NV	GARDNERVILLE  HEALTH & REHAB  CENTER	04/25/2017	Payment Denial	
MO	NORTH VILLAGE PARK	01/12/2018	Fine	8125
MN	NORTH RIDGE HEALTH AND REHAB	08/10/2018	Payment Denial	
MN	LANGTON PLACE	06/06/2018	Fine	17550
MN	GOOD SAMARITAN SOCIETY - SPECIALTY CARE COMMUNITY	02/21/2018	Fine	8775
MI	RIDGECREST HEALTH CAMPUS	04/05/2018	Payment Denial	
MI	MEDILODGE OF CAPITAL AREA	02/02/2018	Fine	35855
MN	THE ESTATES AT BLOOMINGTON LLC	09/30/2016	Fine	52239
MO	MAGNOLIA SQUARE NURSING AND REHAB	08/21/2017	Fine	1950
NE	SOUTHLAKE VILLAGE REHABILITATION & CARE CENTER	02/15/2017	Fine	3583
MN	ST MARKS LIVING	11/17/2016	Fine	7492
MT	PARKVIEW CARE CENTER	09/28/2017	Fine	15154
MO	ST JOHNS PLACE	10/18/2017	Fine	96673
MO	BRIDGEWOOD HEALTH CARE CENTER	02/09/2018	Payment Denial	
MO	ADRIAN MANOR HEALTH & REHABILITATION CENTER	01/17/2019	Fine	42110
MI	MEDILODGE OF WYOMING	08/16/2018	Fine	84446
MT	BELLA TERRA OF BILLINGS	03/21/2018	Fine	19323
MI	FENTON HEALTHCARE	03/08/2017	Fine	14771
NE	MONUMENT REHABILITATION AND CARE CENTER	08/22/2017	Fine	78234
MO	QUARTERS AT DES PERES, THE	03/26/2018	Fine	10987
NE	GOOD SAMARITAN SOCIETY - WOOD RIVER	03/22/2017	Fine	46645
MI	RIVERVIEW HEALTH AND REHAB CENTER NORTH	07/10/2017	Fine	37645
MN	FRAZEE CARE CENTER	12/08/2017	Fine	10075
MI	EASTWOOD NURSING CENTER	07/27/2017	Fine	10000
MI	REGENCY ON THE LAKE - FORT GRATIOT	08/09/2017	Fine	15005
MI	ROYALTON MANOR, L L C	05/16/2017	Fine	13097
NE	PREMIER ESTATES OF FREMONT, LLC	01/31/2017	Fine	62322
NE	PREMIER ESTATES OF CRETE, LLC	06/08/2016	Fine	28958
MI	THE TIMBERS OF CASS COUNTY	10/27/2016	Fine	29299
MI	BEAUMONT REHAB & CONTINUING CARE FARMINGTON HILLS	09/21/2016	Fine	10163
MI	CAMBRIDGE SOUTH HEALTHCARE CTR	12/21/2017	Fine	11375
MO	WOODLAND MANOR	03/26/2018	Fine	20890
MN	BROOKVIEW A VILLA CENTER	06/15/2017	Fine	7150
NH	COUNTRY VILLAGE CENTER, GENESIS HEALTHCARE	05/23/2018	Fine	11050
